"Time","Squirrel-Cage IM:Stator phase currents:1","Squirrel-Cage IM:Stator phase currents:2","Squirrel-Cage IM:Stator phase currents:3"
0,0,0,0
9.9999999999999995e-07,8.9733591288158921e-06,-0.041229740386331627,0.041220767027202815
9.0000000000000002e-06,0.00072627364449382749,-0.37095507687962742,0.37022880323513363
7.2999999999999999e-05,0.047481459922638185,-3.0012798286594378,2.9537983687367997
0.0001919852022185192,0.32451627713007303,-7.8527390695120722,7.5282227923819987
0.00044984900830498555,1.7346320828724127,-18.159677927210769,16.425045844338356
0.00070853756752301293,4.1836664168660782,-28.147472356973839,23.963805940107761
0.00092387247565997035,6.940741332441827,-36.134548252693335,29.193806920251507
0.0011760312755843304,10.914383844839124,-45.045973990255938,34.131590145416816
0.001388888888888848,14.826125881906712,-52.149595544816265,37.323469662909545
0.0013888888888888874,14.82612588190748,-52.149595544817529,37.323469662910057
0.0016399313332288502,20.00943118179039,-59.978278202284962,39.968847020494572
0.0019409576802571376,26.904922795874299,-68.502054374867157,41.597131578992851
0.0023079745866715099,36.077816820052611,-77.492665742219785,41.414848922167174
0.0027618523348808331,48.144780214065342,-86.2796572374113,38.134877023345965
0.0033378711709388578,63.752723715146566,-93.416884714185315,29.664160999038753
0.0041070463804702651,83.279423313589817,-95.571575332645097,12.29215201905528
0.0041666666666665478,84.666761992044542,-95.382668590230764,10.71590659818623
0.0041666666666666666,84.666761992047284,-95.382668590230338,10.715906598183061
0.0051666666666666666,103.69812281352736,-84.858405003282058,-18.8397178102453
0.0061666666666666667,112.24443550760184,-61.950753052495365,-50.29368245510647
0.0069444444444442472,110.17600504673341,-37.727162605361563,-72.448842441371852
0.0069444444444444449,110.17600504673187,-37.727162605354891,-72.448842441376982
0.0079444444444444449,96.011394361777249,-2.121033108589252,-93.89036125318799
0.0089444444444444458,70.350024155441304,33.65866437933861,-104.00868853477991
0.0097222222222219431,44.468102348146871,58.25413402485529,-102.72223637300216
0.0097222222222222189,44.468102348137045,58.254134024863205,-102.72223637300024
0.01072222222222222,7.2267344890672138,81.939470955446325,-89.166205444513537
0.011722222222222221,-29.753395795548144,93.591672893760972,-63.838277098212842
0.012499999999999645,-55.068860241308613,93.187883636198393,-38.11902339488978
0.012500000000000001,-55.068860241319115,93.18788363619629,-38.119023394877175
0.013500000000000002,-79.517990968816463,80.553418038448442,-1.0354270696319787
0.014500000000000002,-91.863605994522672,56.046295623829991,35.817310370692681
0.015277777777777342,-92.004080101680231,30.942640259791194,61.06143984188904
0.015277777777777776,-92.004080101677971,30.942640259776159,61.061439841901816
0.016277777777777776,-80.099156363032535,-5.3762153813189002,85.475371744351435
0.017277777777777777,-56.330629617518539,-41.529493390615862,97.860123008134394
0.01805555555555504,-31.768888912299424,-66.303584859773366,98.072473772072783
0.018055555555555554,-31.768888912281959,-66.303584859788202,98.072473772070154
0.019055555555555555,3.9504640819017811,-90.229561703061776,86.279097621160005
0.020055555555555556,39.654303209025173,-102.25326510186855,62.59896189284337
0.020833333333332739,64.186515489660877,-102.25602456906041,38.069509079399545
0.020833333333333332,64.186515489677859,-102.25602456905725,38.06950907937938
0.021833333333333333,87.913195185926853,-90.26059524549953,2.3474000595726707
0.022833333333333334,99.814390504786033,-66.443124815391315,-33.371265689394711
0.023611111111110441,99.743894194152119,-41.860267316390441,-57.883626877761671
0.02361111111111111,99.743894194148467,-41.860267316367661,-57.883626877780806
0.024611111111111111,87.663006543088855,-6.1667232391877036,-81.496283303901151
