"Time","Squirrel-Cage IM:Rotational speed","Squirrel-Cage IM:Electrical torque","Step:Output"
0,0,0,0
9.9999999999999995e-07,3.2312304731474492e-19,1.6151723186337772e-13,0
9.0000000000000002e-06,-3.0864249618129704e-15,1.0584086056739975e-09,0
7.2999999999999999e-05,6.634556634079863e-10,4.5366681642852742e-06,0
0.0001919852022185192,1.1897936027938642e-08,0.0002130870830615983,0
0.00044984900830498555,1.3508827967737586e-06,0.0061687637699165522,0
0.00070853756752301293,4.8342103426293753e-05,0.036420874140934534,0
0.00092387247565997035,0.00018835058374055348,0.101628235198678,0
0.0011760312755843304,0.00061763298059468782,0.2558075321609789,0
0.001388888888888848,0.0013827626326153326,0.47986655565096614,0
0.0013888888888888874,0.0013827626326155219,0.47986655565103781,0
0.0016399313332288502,0.0030678869107422374,0.89281140658706371,0
0.0019409576802571376,0.0068275778712244863,1.660381382587125,0
0.0023079745866715099,0.01538096249582549,3.1034067741464928,0
0.0027618523348808331,0.035239994632983246,5.8387997633377253,0
0.0033378711709388578,0.083031974136839978,11.114850444395135,0
0.0041070463804702651,0.20654724285409615,21.693777592029186,0
0.0041666666666665478,0.21977585962451529,22.686982904464024,0
0.0041666666666666666,0.21977585962454224,22.686982904466124,0
0.0051666666666666666,0.54201065071675314,42.801334689524673,0
0.0061666666666666667,1.0928709097798215,67.986890199272835,0
0.0069444444444442472,1.7034395207456761,89.055367044255888,0
0.0069444444444444449,1.7034395207458521,89.055367044261132,0
0.0079444444444444449,2.7252212149650372,114.74527169924042,0
0.0089444444444444458,3.9804348988417897,135.10197893897714,0
0.0097222222222219431,5.0737279394575241,145.05472143363764,0
0.0097222222222222189,5.0737279394579238,145.05472143364011,0
0.01072222222222222,6.5505949393257179,148.48199216269055,0
0.011722222222222221,8.0058902007841368,140.75958580015444,0
0.012499999999999645,9.0530885946492621,127.57161052766018,0
0.012500000000000001,9.053088594649715,127.57161052765282,0
0.013500000000000002,10.212760153460787,103.19685893374506,0
0.014500000000000002,11.098895532735606,73.463722326132569,0
0.015277777777777342,11.575300750149379,49.063174361596879,0
0.015277777777777776,11.575300750149593,49.063174361583371,0
0.016277777777777776,11.914183044786784,19.317235748037504,0
0.017277777777777777,11.979023338061429,-5.1667949328444145,0
0.01805555555555504,11.882925333090416,-18.579605606657235,0
0.018055555555555554,11.88292533309032,-18.579605606664206,0
0.019055555555555555,11.646904375231269,-26.806447581566253,0
