"Time","Squirrel-Cage IM:Rotor currents (dq):1","Squirrel-Cage IM:Rotor currents (dq):2"
0,0,0
9.9999999999999995e-07,-8.7240668408374979e-06,0.046280264895235464
9.0000000000000002e-06,-0.0007060758353482074,0.41601516051987186
7.2999999999999999e-05,-0.046150029502091627,3.3413012031273075
0.0001919852022185192,-0.31527662965883291,8.6242379895818893
0.00044984900830498555,-1.6836082690487151,19.363225591235928
0.00070853756752301293,-4.0565924769023622,29.131165025277394
0.00092387247565997035,-6.7243035433091176,36.471453129918643
0.0011760312755843304,-10.563518878464873,44.132037120156049
0.001388888888888848,-14.337244696751908,49.799809667046546
0.0013888888888888874,-14.337244696752649,49.799809667047526
0.0016399313332288502,-19.329740173964751,55.531888545960079
0.0019409576802571376,-25.95812447143037,61.035009988513018
0.0023079745866715099,-34.752640779758622,65.720033777569
0.0027618523348808331,-46.280253538841535,68.471435240394484
0.0033378711709388578,-61.110736327111354,67.285823701390669
0.0041070463804702651,-79.491868553511694,58.202426278047156
0.0041666666666665478,-80.787520387451409,57.173444347399972
0.0041666666666666666,-80.787520387453966,57.173444347397876
0.0051666666666666666,-98.28532628485803,34.160873534648658
0.0061666666666666667,-105.44673024617492,3.4383160348495139
0.0069444444444442472,-102.52495530433143,-22.5035114645734
0.0069444444444444449,-102.52495530432971,-22.503511464579976
0.0079444444444444449,-87.673680850135554,-54.073006466210103
0.0089444444444444458,-61.870967092491803,-79.047428282365587
0.0097222222222219431,-36.271590918858216,-91.342089604138536
0.0097222222222222189,-36.271590918848545,-91.342089604141606
0.01072222222222222,0.14238153615176685,-95.892762138118997
0.011722222222222221,35.881382531962025,-87.084342730241517
0.012499999999999645,60.053423822222868,-71.640685397238073
0.012500000000000001,60.053423822232823,-71.64068539722949
0.013500000000000002,82.971065313178968,-42.970989659437279
0.014500000000000002,93.913629539433913,-8.1317269405241603
0.015277777777777342,93.178386748075951,20.150434321677306
0.015277777777777776,93.178386748073265,20.150434321692856
0.016277777777777776,80.55421394912446,53.899596253119235
0.017277777777777777,56.613030697543181,80.443309694297156
0.01805555555555504,32.312222964924771,93.740716881312636
0.018055555555555554,32.31222296490759,93.740716881318974
0.019055555555555555,-2.6043657220954373,99.495572778828574
0.020055555555555556,-37.0906999698961,91.907443998102636
0.020833333333332739,-60.499301821412324,77.432865835076299
0.020833333333333332,-60.499301821428425,77.432865835062699
0.021833333333333333,-82.723739492179917,49.984258910972116
0.022833333333333334,-93.255775906510792,16.267431562899191
0.023611111111110441,-92.338369925069102,-11.236305255279149
0.02361111111111111,-92.338369925064839,-11.236305255302526
0.024611111111111111,-79.57689479089008,-44.089392488822426
0.025611111111111112,-55.557553435120425,-69.790966905313525
0.026388888888888136,-31.242835490910778,-82.42181794367697
0.026388888888888885,-31.24283549088571,-82.421817943685554
0.027388888888888886,3.5765585623411056,-87.274918453818302
0.028388888888888887,37.760623317184773,-78.767012658606376
0.029166666666665838,60.762718201302697,-63.627479991787148
0.029166666666666667,60.762718201324695,-63.627479991767487
0.030166666666666668,82.269672794235532,-35.493671555318372
0.031166666666666669,91.971997634346337,-1.3738162278070973
0.031944444444443533,90.438238453118899,26.232286726199522
0.031944444444444442,90.438238453112433,26.23228672623128
0.032944444444444443,77.056927079014457,59.005662424821438
0.033944444444444444,52.705961539078615,84.529512759572
0.034722222222221238,28.338161497988949,97.0675408878204
0.034722222222222224,28.338161497956023,97.06754088783164
0.035722222222222225,-6.3587152885815144,101.97768325344499
0.036722222222222226,-40.341028391614536,93.782600458041415
0.03749999999999893,-63.225925682266968,79.046236674719211
0.037499999999999999,-63.225925682295205,79.046236674694498
0.0385,-84.713943105244368,51.55711505494304
0.0395,-94.566836362766864,18.116893162773337
0.040277777777776642,-93.242992107852615,-8.9922018425947243
0.040277777777777787,-93.242992107844827,-8.9922018426340244
0.041277777777777788,-80.196950792808792,-41.189679086140337
0.042277777777777789,-56.21240492875949,-66.181799894076235
0.043055555555554334,-32.152086876044336,-78.303537523335592
0.043055555555555555,-32.152086876004034,-78.303537523348851
0.044055555555555556,2.0770469444207436,-82.648221541271482
0.045055555555555557,35.44125197342305,-73.874126368622612
0.045833333333332033,57.707910503178518,-58.728646223878521
0.045833333333333337,57.707910503211849,-58.72864622384774
0.046833333333333338,78.233022269998813,-30.859937748406942
0.047833333333333339,87.015807756773967,2.7035023569114429
0.048611111111109738,84.87752489830541,29.705328085998918
0.048611111111111119,84.877524898294638,29.705328086045977
0.04961111111111112,70.935881789747725,61.543614429048844
0.050611111111111121,46.329512518179918,86.047233105629175
0.05138888888888743,21.995048413798681,97.807387780260385
0.051388888888888887,21.99504841375024,97.807387780275604
0.052388888888888888,-12.368965764492032,101.83782412093215
0.053388888888888889,-45.744985230000246,93.001030027273117
0.054166666666665128,-68.032156998916477,77.983631896317618
