"Time","DC Machine:Armature current","DC Machine:Field current","DC Machine:Rotational speed","DC Machine:Electrical torque"
0,0,0.52000000000000002,0,0
9.9999999999999995e-07,0.010965765642900083,0.52000000000000002,-2.9110254928631428e-05,0.01369354556147631
9.0000000000000002e-06,0.098549714394824614,0.52000000000000002,-0.00010809713527800763,0.12306436669196513
7.2999999999999999e-05,0.79018229964563891,0.52000000000000002,0.0090233028876315381,0.9867434408536242
0.0002040903311343138,2.1575966132866098,0.51999999999999991,0.080603995826801195,2.6943077655919567
0.00048711631409065664,4.8937954586684818,0.52000000000000002,0.46381192237882185,6.1111474806331785
0.00098441720546833486,9.0433907252252297,0.52000000000000002,1.8135330356766275,11.292971868889349
0.0017277476196864397,13.887392282914741,0.51999999999999991,5.1523087755307291,17.341939008090492
0.0027277476196864397,18.325003552587262,0.52000000000000002,11.474771896747246,22.883424580940165
0.0037277476196864398,20.938721331284466,0.51999999999999991,19.15523778871589,26.147315553350662
0.0047277476196864402,22.21196683157461,0.51999999999999991,27.580338134520197,27.737286179839153
0.0057277476196864402,22.517082943013005,0.52000000000000002,36.302814041524584,28.118301195988742
0.0067277476196864403,22.139163191176809,0.51999999999999991,45.00299712233403,27.64637233038313
0.0077277476196864403,21.294963610780712,0.52000000000000002,53.458593758134889,26.592174585001093
0.0087277476196864403,20.147886992201837,0.51999999999999991,61.521054480244281,25.159757875531827
0.0097277476196864394,18.81983549692044,0.51999999999999991,69.097156729135079,23.501348034318678
0.01072774761968644,17.400566579105163,0.52000000000000002,76.134707597368433,21.729030056442326
0.011727747619686441,15.955062727195489,0.51999999999999991,82.611494875032989,19.923951095245435
0.012727747619686442,14.529321946914227,0.52000000000000002,88.526794591502892,18.143551352134299
0.013727747619686443,13.154894908472556,0.51999999999999991,93.894883777801425,16.427229858065918
0.014727747619686444,11.852428604313767,0.51999999999999991,98.740122762058363,14.800769630928583
0.015727747619686445,10.634424131300131,0.52000000000000002,103.09326084062769,13.279781467544568
0.016727747619686446,9.5073740245603062,0.51999999999999991,106.98869237455959,11.872372948222342
0.017727747619686447,8.4734105441819416,0.52000000000000002,110.46244764929114,10.581206741635491
0.018727747619686447,7.5315696849574403,0.51999999999999991,113.55074900401999,9.4050790422622015
0.019727747619686448,6.6787541419329273,0.52000000000000002,116.28899908682976,8.3401220776290561
0.020727747619686449,5.9104606338796355,0.52000000000000002,118.71109704284532,7.3807123565280079
0.02172774761968645,5.221324259416221,0.51999999999999991,120.84900127803513,6.5201504359935036
0.022727747619686451,4.6055205168450497,0.52000000000000002,122.73247573196477,5.751162945249007
0.023727747619686452,4.0570578844531209,0.51999999999999991,124.38897072094549,5.0662679465774989
0.024727747619686453,3.5699860807689534,0.52000000000000002,125.84360079254073,4.4580350011854932
0.025727747619686454,3.1385402310278323,0.51999999999999991,127.11919077541162,3.9192651976775061
0.026727747619686455,2.7572365112081494,0.51999999999999991,128.23636814402164,3.4431105879451813
0.027727747619686455,2.4209313967865551,0.52000000000000002,129.21368529071319,3.0231481742972757
0.028727747619686456,2.1248540649095045,0.51999999999999991,130.06775939020349,2.6534203718064591
0.029727747619686457,1.8646191222244264,0.52000000000000002,130.81342086710117,2.3284509022415554
0.030727747619686458,1.6362253758877459,0.51999999999999991,131.46386395327684,2.0432432593586753
0.031727747619686456,1.436044848616854,0.51999999999999991,132.03079473139724,1.7932669914015793
0.032727747619686456,1.2608052596566039,0.52000000000000002,132.5245735357031,1.5744358241355485
0.033727747619686457,1.1075685014969172,0.51999999999999991,132.95434965726807,1.3830807835587691
0.034727747619686458,0.973706804480998,0.52000000000000002,133.32818715788821,1.2159204313574752
0.035727747619686459,0.85687794553335128,0.51999999999999991,133.65318115047856,1.0700299067017069
0.03672774761968646,0.75500046425953005,0.51999999999999991,133.93556438738202,0.94280997724655113
0.037727747619686461,0.66622949769517625,0.52000000000000002,134.1808042767403,0.83195686267426272
0.038727747619686462,0.58893372101165287,0.51999999999999991,134.39369067330938,0.73543343930429161
0.039727747619686463,0.52167363161725799,0.52000000000000002,134.57841492709031,0.65144212227414466
0.040727747619686464,0.46318137402394666,0.51999999999999991,134.73864075222417,0.57839967175759421
0.041727747619686464,0.41234214534932356,0.52000000000000002,134.87756753167417,0.51491397300777586
0.042727747619686465,0.36817719924583481,0.52000000000000002,134.99798667694972,0.45976281244291028
0.043727747619686466,0.32982842390306527,0.51999999999999991,135.1023316646189,0.4118746193623809
0.044727747619686467,0.2965444034981462,0.52000000000000002,135.19272234611512,0.37031106012482201
0.045727747619686468,0.26766789689472409,0.51999999999999991,135.27100409806471,0.33425140212125581
0.046727747619686469,0.24262462655217537,0.52000000000000002,135.33878234462074,0.30297851387873775
0.04772774761968647,0.22091327672364824,0.51999999999999991,135.39745294452311,0.27586637526846375
0.048727747619686471,0.20209660181617234,0.52000000000000002,135.44822889457214,0.25236897403339004
0.049727747619686472,0.18579353727716841,0.52000000000000002,135.49216376222728,0.23201045422487282
0.050727747619686472,0.1716722215358262,0.51999999999999991,135.53017222048294,0.21437640232287336
